Species,Project,File,Metadata,Genome,Group
Glycine max,PRJNA720229,/mnt/c/Users/Usuario/Desktop/PhD/Code/miRPlan-nf/data/Additional_info/02-Accession_lists/glma_PRJNA720229.txt,/mnt/c/Users/Usuario/Desktop/PhD/Code/miRPlan-nf/data/Additional_info/03-Metadata/glma_m_PRJNA720229.tsv,,
