Specie, Project, Run, Condition, Stress, Replicate, Level, Time, Cultivar, Tissue, Age/Dev-state, Genotype, Library
mesa, PRJNA392758, SRR6113312, control, pi-deficiency, 1, L.0, 20d, Magnum-salt, root, 35d, G.0, single
mesa, PRJNA392758, SRR6113314, control, pi-deficiency, 2, L.0, 20d, Magnum-salt, root, 35d, G.0, single
mesa, PRJNA392758, SRR6113351, control, pi-deficiency, 3, L.0, 20d, Magnum-salt, root, 35d, G.0, single
mesa, PRJNA392758, SRR6113352, treated, pi-deficiency, 1, L.0, 20d, Magnum-salt, root, 35d, G.0, single
mesa, PRJNA392758, SRR6113353, treated, pi-deficiency, 2, L.0, 20d, Magnum-salt, root, 35d, G.0, single
mesa, PRJNA392758, SRR6113354, treated, pi-deficiency, 3, L.0, 20d, Magnum-salt, root, 35d, G.0, single
mesa, PRJNA392758, SRR6113355, control, pi-deficiency, 1, L.0, 20d, Magnum-salt, shoot, 35d, G.0, single
mesa, PRJNA392758, SRR6113356, control, pi-deficiency, 2, L.0, 20d, Magnum-salt, shoot, 35d, G.0, single
mesa, PRJNA392758, SRR6113357, control, pi-deficiency, 3, L.0, 20d, Magnum-salt, shoot, 35d, G.0, single
mesa, PRJNA392758, SRR6113358, treated, pi-deficiency, 1, L.0, 20d, Magnum-salt, shoot, 35d, G.0, single
mesa, PRJNA392758, SRR6113359, treated, pi-deficiency, 2, L.0, 20d, Magnum-salt, shoot, 35d, G.0, single
mesa, PRJNA392758, SRR6113360, treated, pi-deficiency, 3, L.0, 20d, Magnum-salt, shoot, 35d, G.0, single
