Specie, Project, Run, Condition, Stress, Replicate, Level, Time, Cultivar, Tissue, Age/Dev-state, Genotype, Library
soly, PRJNA495618, SRR7994049, control, drought:heat:drought&heat, 1, 26ºC&with-irrigation, 48h, Jinlingmeiyu, leaves, 24d, G.0, single
soly, PRJNA495618, SRR7994050, control, drought:heat:drought&heat, 2, 26ºC&with-irrigation, 48h, Jinlingmeiyu, leaves, 24d, G.0, single
soly, PRJNA495618, SRR7994051, control, drought:heat:drought&heat, 3, 26ºC&with-irrigation, 48h, Jinlingmeiyu, leaves, 24d, G.0, single
soly, PRJNA495618, SRR7994052, treated, drought, 1, 26ºC&without-irrigation, 48h, Jinlingmeiyu, leaves, 24d, G.0, single
soly, PRJNA495618, SRR7994053, treated, drought, 2, 26ºC&without-irrigation, 48h, Jinlingmeiyu, leaves, 24d, G.0, single
soly, PRJNA495618, SRR7994054, treated, drought, 3, 26ºC&without-irrigation, 48h, Jinlingmeiyu, leaves, 24d, G.0, single
soly, PRJNA495618, SRR7994055, treated, heat, 1, 38ºC&with-irrigation, 48h, Jinlingmeiyu, leaves, 24d, G.0, single
soly, PRJNA495618, SRR7994056, treated, heat, 2, 38ºC&with-irrigation, 48h, Jinlingmeiyu, leaves, 24d, G.0, single
soly, PRJNA495618, SRR7994057, treated, heat, 3, 38ºC&with-irrigation, 48h, Jinlingmeiyu, leaves, 24d, G.0, single
soly, PRJNA495618, SRR7994058, treated, drought&heat, 1, 38ºC&without-irrigation, 48h, Jinlingmeiyu, leaves, 24d, G.0, single
soly, PRJNA495618, SRR7994059, treated, drought&heat, 2, 38ºC&without-irrigation, 48h, Jinlingmeiyu, leaves, 24d, G.0, single
soly, PRJNA495618, SRR7994060, treated, drought&heat, 3, 38ºC&without-irrigation, 48h, Jinlingmeiyu, leaves, 24d, G.0, single
