Specie, Project, Run, Condition, Stress, Replicate, Level, Time, Cultivar, Tissue, Age/Dev-state, Genotype, Library
trtu, PRJNA641098, SRR12067347, control, drought:heat:drought&heat, 1, L.0, 5d, DBA-Aurora, flag-leaf, D.0, G.T, single
trtu, PRJNA641098, SRR12067348, control, drought:heat:drought&heat, 2, L.0, 5d, DBA-Aurora, flag-leaf, D.0, G.T, single
trtu, PRJNA641098, SRR12067349, control, drought:heat:drought&heat, 3, L.0, 5d, DBA-Aurora, flag-leaf, D.0, G.T, single
trtu, PRJNA641098, SRR12067350, treated, drought, 1, 6%, 5d, DBA-Aurora, flag-leaf, D.0, G.T, single
trtu, PRJNA641098, SRR12067351, treated, drought, 2, 6%, 5d, DBA-Aurora, flag-leaf, D.0, G.T, single
trtu, PRJNA641098, SRR12067352, treated, drought, 3, 6%, 5d, DBA-Aurora, flag-leaf, D.0, G.T, single
trtu, PRJNA641098, SRR12067353, treated, heat, 1, 37//27ºC(12h-photoperiod), 5d, DBA-Aurora, flag-leaf, D.0, G.T, single
trtu, PRJNA641098, SRR12067354, treated, heat, 2, 37//27ºC(12h-photoperiod), 5d, DBA-Aurora, flag-leaf, D.0, G.T, single
trtu, PRJNA641098, SRR12067355, treated, heat, 3, 37//27ºC(12h-photoperiod), 5d, DBA-Aurora, flag-leaf, D.0, G.T, single
trtu, PRJNA641098, SRR12067356, treated, drought&heat, 1, 6%&37//27ºC(12h-photoperiod), 5d, DBA-Aurora, flag-leaf, D.0, G.T, single
trtu, PRJNA641098, SRR12067357, treated, drought&heat, 2, 6%&37//27ºC(12h-photoperiod), 5d, DBA-Aurora, flag-leaf, D.0, G.T, single
trtu, PRJNA641098, SRR12067358, treated, drought&heat, 3, 6%&37//27ºC(12h-photoperiod), 5d, DBA-Aurora, flag-leaf, D.0, G.T, single
trtu, PRJNA641098, SRR12067359, control, drought:heat:drought&heat, 1, L.0, 15d, DBA-Aurora, flag-leaf, D.0, G.T, single
trtu, PRJNA641098, SRR12067360, control, drought:heat:drought&heat, 2, L.0, 15d, DBA-Aurora, flag-leaf, D.0, G.T, single
trtu, PRJNA641098, SRR12067361, control, drought:heat:drought&heat, 3, L.0, 15d, DBA-Aurora, flag-leaf, D.0, G.T, single
trtu, PRJNA641098, SRR12067362, treated, drought, 1, 6%, 15d, DBA-Aurora, flag-leaf, D.0, G.T, single
trtu, PRJNA641098, SRR12067363, treated, drought, 2, 6%, 15d, DBA-Aurora, flag-leaf, D.0, G.T, single
trtu, PRJNA641098, SRR12067364, treated, drought, 3, 6%, 15d, DBA-Aurora, flag-leaf, D.0, G.T, single
trtu, PRJNA641098, SRR12067365, treated, heat, 1, 37//27ºC(12h-photoperiod), 15d, DBA-Aurora, flag-leaf, D.0, G.T, single
trtu, PRJNA641098, SRR12067366, treated, heat, 2, 37//27ºC(12h-photoperiod), 15d, DBA-Aurora, flag-leaf, D.0, G.T, single
trtu, PRJNA641098, SRR12067367, treated, heat, 3, 37//27ºC(12h-photoperiod), 15d, DBA-Aurora, flag-leaf, D.0, G.T, single
trtu, PRJNA641098, SRR12067368, treated, drought&heat, 1, 6%&37//27ºC(12h-photoperiod), 15d, DBA-Aurora, flag-leaf, D.0, G.T, single
trtu, PRJNA641098, SRR12067369, treated, drought&heat, 2, 6%&37//27ºC(12h-photoperiod), 15d, DBA-Aurora, flag-leaf, D.0, G.T, single
trtu, PRJNA641098, SRR12067370, treated, drought&heat, 3, 6%&37//27ºC(12h-photoperiod), 15d, DBA-Aurora, flag-leaf, D.0, G.T, single
trtu, PRJNA641098, SRR12067371, control, drought:heat:drought&heat, 1, L.0, 25d, DBA-Aurora, flag-leaf, D.0, G.T, single
trtu, PRJNA641098, SRR12067372, control, drought:heat:drought&heat, 2, L.0, 25d, DBA-Aurora, flag-leaf, D.0, G.T, single
trtu, PRJNA641098, SRR12067373, control, drought:heat:drought&heat, 3, L.0, 25d, DBA-Aurora, flag-leaf, D.0, G.T, single
trtu, PRJNA641098, SRR12067374, treated, drought, 1, 6%, 25d, DBA-Aurora, flag-leaf, D.0, G.T, single
trtu, PRJNA641098, SRR12067375, treated, drought, 2, 6%, 25d, DBA-Aurora, flag-leaf, D.0, G.T, single
