Specie, Project, Run, Condition, Stress, Replicate, Level, Time, Cultivar, Tissue, Age/Dev-state, Genotype, Library
sotu, PRJNA687101, SRR13285882, treated, alkali, 3, L.0, 2h, QinshuNO9, root, 21d, G.0, single
sotu, PRJNA687101, SRR13285883, treated, alkali, 1, L.0, 6h, QinshuNO9, root, 21d, G.0, single
sotu, PRJNA687101, SRR13285884, treated, alkali, 2, L.0, 6h, QinshuNO9, root, 21d, G.0, single
sotu, PRJNA687101, SRR13285885, treated, alkali, 3, L.0, 6h, QinshuNO9, root, 21d, G.0, single
sotu, PRJNA687101, SRR13285886, treated, alkali, 1, L.0, 24h, QinshuNO9, root, 21d, G.0, single
sotu, PRJNA687101, SRR13285887, treated, alkali, 2, L.0, 2h, QinshuNO9, root, 21d, G.0, single
sotu, PRJNA687101, SRR13285888, treated, alkali, 1, L.0, 2h, QinshuNO9, root, 21d, G.0, single
sotu, PRJNA687101, SRR13285889, control, alkali, 3, L.0, 0h, QinshuNO9, root, 21d, G.0, single
sotu, PRJNA687101, SRR13285890, treated, alkali, 3, L.0, 24h, QinshuNO9, root, 21d, G.0, single
sotu, PRJNA687101, SRR13285891, treated, alkali, 2, L.0, 24h, QinshuNO9, root, 21d, G.0, single
sotu, PRJNA687101, SRR13285892, control, alkali, 2, L.0, 0h, QinshuNO9, root, 21d, G.0, single
sotu, PRJNA687101, SRR13285893, control, alkali, 1, L.0, 0h, QinshuNO9, root, 21d, G.0, single
