Specie, Project, Run, Condition, Stress, Replicate, Level, Time, Cultivar, Tissue, Age/Dev-state, Genotype, Library
hovu, PRJNA656930, SRR12708724, control, pyrenophora-graminea, 3, L.0, T.0, Z1141, whole-plant, 1y, G.0, single
hovu, PRJNA656930, SRR12708725, control, pyrenophora-graminea, 2, L.0, T.0, Z1141, whole-plant, 1y, G.0, single
hovu, PRJNA656930, SRR12708726, control, pyrenophora-graminea, 1, L.0, T.0, Z1141, whole-plant, 1y, G.0, single
hovu, PRJNA656930, SRR12708727, treated, pyrenophora-graminea, 4, L.0, T.0, Kunlun14, whole-plant, 1y, G.0, single
hovu, PRJNA656930, SRR12708728, treated, pyrenophora-graminea, 2, L.0, T.0, Kunlun14, whole-plant, 1y, G.0, single
hovu, PRJNA656930, SRR12708729, treated, pyrenophora-graminea, 1, L.0, T.0, Kunlun14, whole-plant, 1y, G.0, single
hovu, PRJNA656930, SRR12708730, control, pyrenophora-graminea, 4, L.0, T.0, Kunlun14, whole-plant, 1y, G.0, single
hovu, PRJNA656930, SRR12708731, control, pyrenophora-graminea, 3, L.0, T.0, Kunlun14, whole-plant, 1y, G.0, single
hovu, PRJNA656930, SRR12708732, treated, pyrenophora-graminea, 4, L.0, T.0, Z1141, whole-plant, 1y, G.0, single
hovu, PRJNA656930, SRR12708733, treated, pyrenophora-graminea, 3, L.0, T.0, Z1141, whole-plant, 1y, G.0, single
hovu, PRJNA656930, SRR12708734, treated, pyrenophora-graminea, 2, L.0, T.0, Z1141, whole-plant, 1y, G.0, single
hovu, PRJNA656930, SRR12708735, treated, pyrenophora-graminea, 1, L.0, T.0, Z1141, whole-plant, 1y, G.0, single
hovu, PRJNA656930, SRR12708736, control, pyrenophora-graminea, 4, L.0, T.0, Z1141, whole-plant, 1y, G.0, single
hovu, PRJNA656930, SRR12708737, control, pyrenophora-graminea, 2, L.0, T.0, Kunlun14, whole-plant, 1y, G.0, single
hovu, PRJNA656930, SRR12708738, control, pyrenophora-graminea, 1, L.0, T.0, Kunlun14, whole-plant, 1y, G.0, single
