Specie, Project, Run, Condition, Stress, Replicate, Level, Time, Cultivar, Tissue, Age/Dev-state, Genotype, Library
zema, PRJNA288808, SRR2086100, control, drought:salt:drought&salt, 1, 75%-disposable-water&0.1dSxm^neg1, 10d, CV.0, leaves, D.0, G.0, single
zema, PRJNA288808, SRR2086101, treated, drought, 1, 25%-disposable-water, 10d, CV.0, leaves, D.0, G.0, single
zema, PRJNA288808, SRR2086102, treated, salt, 1, 15dS/m, 10d, CV.0, leaves, D.0, G.0, single
zema, PRJNA288808, SRR2086103, treated, drought&salt, 1, 25%-disposable-water&15dS/m, 10d, CV.0, leaves, D.0, G.0, single
zema, PRJNA288808, SRR2086116, control, drought:salt:drought&salt, 2, 75%-disposable-water&0.1dSxm^neg1, 10d, CV.0, leaves, D.0, G.0, single
zema, PRJNA288808, SRR2086117, treated, drought, 2, 25%-disposable-water, 10d, CV.0, leaves, D.0, G.0, single
zema, PRJNA288808, SRR2086118, treated, salt, 2, 15dS/m, 10d, CV.0, leaves, D.0, G.0, single
zema, PRJNA288808, SRR2086119, treated, drought&salt, 2, 25%-disposable-water&15dS/m, 10d, CV.0, leaves, D.0, G.0, single
zema, PRJNA288808, SRR2086132, control, drought:salt:drought&salt, 3, 75%-disposable-water&0.1dSxm^neg1, 10d, CV.0, leaves, D.0, G.0, single
zema, PRJNA288808, SRR2086133, treated, drought, 3, 25%-disposable-water, 10d, CV.0, leaves, D.0, G.0, single
zema, PRJNA288808, SRR2086134, treated, salt, 3, 15dS/m, 10d, CV.0, leaves, D.0, G.0, single
zema, PRJNA288808, SRR2086135, treated, drought&salt, 3, 25%-disposable-water&15dS/m, 10d, CV.0, leaves, D.0, G.0, single
zema, PRJNA288808, SRR2947005, control, drought, 1, 75%-disposable-water, 10d, CV.0, shoot-aplical-meristem, D.0, G.0, single
zema, PRJNA288808, SRR2947006, control, drought, 2, 75%-disposable-water, 10d, CV.0, shoot-aplical-meristem, D.0, G.0, single
zema, PRJNA288808, SRR2947007, treated, drought, 1, 25%-disposable-water, 10d, CV.0, shoot-aplical-meristem, D.0, G.0, single
zema, PRJNA288808, SRR2947008, treated, drought, 2, 25%-disposable-water, 10d, CV.0, shoot-aplical-meristem, D.0, G.0, single
