Specie, Project, Run, Condition, Stress, Replicate, Level, Time, Cultivar, Tissue, Age/Dev-state, Genotype, Library
trtu, PRJNA644573, SRR12164673, control, drought:heat:drought&heat, 1, L.0, 5d, DBA-Aurora, developing-grain-tissue, D.0, G.T, single
trtu, PRJNA644573, SRR12164674, control, drought:heat:drought&heat, 2, L.0, 5d, DBA-Aurora, developing-grain-tissue, D.0, G.T, single
trtu, PRJNA644573, SRR12164675, control, drought:heat:drought&heat, 3, L.0, 5d, DBA-Aurora, developing-grain-tissue, D.0, G.T, single
trtu, PRJNA644573, SRR12164676, treated, drought, 1, 6%, 5d, DBA-Aurora, developing-grain-tissue, D.0, G.T, single
trtu, PRJNA644573, SRR12164677, treated, drought, 2, 6%, 5d, DBA-Aurora, developing-grain-tissue, D.0, G.T, single
trtu, PRJNA644573, SRR12164678, treated, drought, 3, 6%, 5d, DBA-Aurora, developing-grain-tissue, D.0, G.T, single
trtu, PRJNA644573, SRR12164679, treated, heat, 1, 37//27ºC(12h-photoperiod), 5d, DBA-Aurora, developing-grain-tissue, D.0, G.T, single
trtu, PRJNA644573, SRR12164680, treated, heat, 2, 37//27ºC(12h-photoperiod), 5d, DBA-Aurora, developing-grain-tissue, D.0, G.T, single
trtu, PRJNA644573, SRR12164681, treated, heat, 3, 37//27ºC(12h-photoperiod), 5d, DBA-Aurora, developing-grain-tissue, D.0, G.T, single
trtu, PRJNA644573, SRR12164682, treated, drought&heat, 1, 6%&37//27ºC(12h-photoperiod), 5d, DBA-Aurora, developing-grain-tissue, D.0, G.T, single
trtu, PRJNA644573, SRR12164683, treated, drought&heat, 2, 6%&37//27ºC(12h-photoperiod), 5d, DBA-Aurora, developing-grain-tissue, D.0, G.T, single
trtu, PRJNA644573, SRR12164684, treated, drought&heat, 3, 6%&37//27ºC(12h-photoperiod), 5d, DBA-Aurora, developing-grain-tissue, D.0, G.T, single
trtu, PRJNA644573, SRR12164685, control, drought:heat:drought&heat, 1, L.0, 15d, DBA-Aurora, developing-grain-tissue, D.0, G.T, single
trtu, PRJNA644573, SRR12164686, control, drought:heat:drought&heat, 2, L.0, 15d, DBA-Aurora, developing-grain-tissue, D.0, G.T, single
trtu, PRJNA644573, SRR12164687, control, drought:heat:drought&heat, 3, L.0, 15d, DBA-Aurora, developing-grain-tissue, D.0, G.T, single
trtu, PRJNA644573, SRR12164688, treated, drought, 1, 6%, 15d, DBA-Aurora, developing-grain-tissue, D.0, G.T, single
trtu, PRJNA644573, SRR12164689, treated, drought, 2, 6%, 15d, DBA-Aurora, developing-grain-tissue, D.0, G.T, single
trtu, PRJNA644573, SRR12164690, treated, drought, 3, 6%, 15d, DBA-Aurora, developing-grain-tissue, D.0, G.T, single
trtu, PRJNA644573, SRR12164691, treated, heat, 1, 37//27ºC(12h-photoperiod), 15d, DBA-Aurora, developing-grain-tissue, D.0, G.T, single
trtu, PRJNA644573, SRR12164692, treated, heat, 2, 37//27ºC(12h-photoperiod), 15d, DBA-Aurora, developing-grain-tissue, D.0, G.T, single
trtu, PRJNA644573, SRR12164693, treated, heat, 3, 37//27ºC(12h-photoperiod), 15d, DBA-Aurora, developing-grain-tissue, D.0, G.T, single
trtu, PRJNA644573, SRR12164694, treated, drought&heat, 1, 6%&37//27ºC(12h-photoperiod), 15d, DBA-Aurora, developing-grain-tissue, D.0, G.T, single
trtu, PRJNA644573, SRR12164695, treated, drought&heat, 2, 6%&37//27ºC(12h-photoperiod), 15d, DBA-Aurora, developing-grain-tissue, D.0, G.T, single
trtu, PRJNA644573, SRR12164696, treated, drought&heat, 3, 6%&37//27ºC(12h-photoperiod), 15d, DBA-Aurora, developing-grain-tissue, D.0, G.T, single
trtu, PRJNA644573, SRR12164697, control, drought:heat:drought&heat, 1, L.0, 25d, DBA-Aurora, developing-grain-tissue, D.0, G.T, single
trtu, PRJNA644573, SRR12164698, control, drought:heat:drought&heat, 2, L.0, 25d, DBA-Aurora, developing-grain-tissue, D.0, G.T, single
trtu, PRJNA644573, SRR12164699, control, drought:heat:drought&heat, 3, L.0, 25d, DBA-Aurora, developing-grain-tissue, D.0, G.T, single
trtu, PRJNA644573, SRR12164700, treated, drought, 1, 6%, 25d, DBA-Aurora, developing-grain-tissue, D.0, G.T, single
trtu, PRJNA644573, SRR12164701, treated, drought, 2, 6%, 25d, DBA-Aurora, developing-grain-tissue, D.0, G.T, single
trtu, PRJNA644573, SRR12164702, treated, drought, 3, 6%, 25d, DBA-Aurora, developing-grain-tissue, D.0, G.T, single
trtu, PRJNA644573, SRR12164703, treated, heat, 1, 37//27ºC(12h-photoperiod), 25d, DBA-Aurora, developing-grain-tissue, D.0, G.T, single
trtu, PRJNA644573, SRR12164704, treated, heat, 2, 37//27ºC(12h-photoperiod), 25d, DBA-Aurora, developing-grain-tissue, D.0, G.T, single
trtu, PRJNA644573, SRR12164705, treated, heat, 3, 37//27ºC(12h-photoperiod), 25d, DBA-Aurora, developing-grain-tissue, D.0, G.T, single
trtu, PRJNA644573, SRR12164706, treated, drought&heat, 1, 6%&37//27ºC(12h-photoperiod), 25d, DBA-Aurora, developing-grain-tissue, D.0, G.T, single
trtu, PRJNA644573, SRR12164707, treated, drought&heat, 2, 6%&37//27ºC(12h-photoperiod), 25d, DBA-Aurora, developing-grain-tissue, D.0, G.T, single
trtu, PRJNA644573, SRR12164708, treated, drought&heat, 3, 6%&37//27ºC(12h-photoperiod), 25d, DBA-Aurora, developing-grain-tissue, D.0, G.T, single
trtu, PRJNA644573, SRR12164709, control, drought:heat:drought&heat, 1, L.0, 35d, DBA-Aurora, developing-grain-tissue, D.0, G.T, single
trtu, PRJNA644573, SRR12164710, control, drought:heat:drought&heat, 2, L.0, 35d, DBA-Aurora, developing-grain-tissue, D.0, G.T, single
trtu, PRJNA644573, SRR12164711, control, drought:heat:drought&heat, 3, L.0, 35d, DBA-Aurora, developing-grain-tissue, D.0, G.T, single
trtu, PRJNA644573, SRR12164712, treated, drought, 1, 6%, 35d, DBA-Aurora, developing-grain-tissue, D.0, G.T, single
trtu, PRJNA644573, SRR12164713, treated, drought, 2, 6%, 35d, DBA-Aurora, developing-grain-tissue, D.0, G.T, single
trtu, PRJNA644573, SRR12164714, treated, drought, 3, 6%, 35d, DBA-Aurora, developing-grain-tissue, D.0, G.T, single
trtu, PRJNA644573, SRR12164715, treated, heat, 1, 37//27ºC(12h-photoperiod), 35d, DBA-Aurora, developing-grain-tissue, D.0, G.T, single
trtu, PRJNA644573, SRR12164716, treated, heat, 2, 37//27ºC(12h-photoperiod), 35d, DBA-Aurora, developing-grain-tissue, D.0, G.T, single
trtu, PRJNA644573, SRR12164717, treated, heat, 3, 37//27ºC(12h-photoperiod), 35d, DBA-Aurora, developing-grain-tissue, D.0, G.T, single
trtu, PRJNA644573, SRR12164718, treated, drought&heat, 1, 6%&37//27ºC(12h-photoperiod), 35d, DBA-Aurora, developing-grain-tissue, D.0, G.T, single
trtu, PRJNA644573, SRR12164719, treated, drought&heat, 2, 6%&37//27ºC(12h-photoperiod), 35d, DBA-Aurora, developing-grain-tissue, D.0, G.T, single
trtu, PRJNA644573, SRR12164720, treated, drought&heat, 3, 6%&37//27ºC(12h-photoperiod), 35d, DBA-Aurora, developing-grain-tissue, D.0, G.T, single
trtu, PRJNA644573, SRR12164721, control, drought:heat:drought&heat, 1, L.0, 45d, DBA-Aurora, developing-grain-tissue, D.0, G.T, single
trtu, PRJNA644573, SRR12164722, control, drought:heat:drought&heat, 2, L.0, 45d, DBA-Aurora, developing-grain-tissue, D.0, G.T, single
trtu, PRJNA644573, SRR12164723, control, drought:heat:drought&heat, 3, L.0, 45d, DBA-Aurora, developing-grain-tissue, D.0, G.T, single
