Specie, Project, Run, Condition, Stress, Replicate, Level, Time, Cultivar, Tissue, Age/Dev-state, Genotype, Library
poal, PRJNA681150, SRR13165510, treated, bcmv, 3, L.0, short-period, CV.0, leaves, D.0, G.0, single
poal, PRJNA681150, SRR13165511, treated, bcmv, 2, L.0, short-period, CV.0, leaves, D.0, G.0, single
poal, PRJNA681150, SRR13165512, treated, bcmv, 1, L.0, short-period, CV.0, leaves, D.0, G.0, single
poal, PRJNA681150, SRR13165513, treated, bcmv, 3, L.0, long-period, CV.0, leaves, D.0, G.0, single
poal, PRJNA681150, SRR13165514, treated, bcmv, 2, L.0, long-period, CV.0, leaves, D.0, G.0, single
poal, PRJNA681150, SRR13165515, treated, bcmv, 1, L.0, long-period, CV.0, leaves, D.0, G.0, single
poal, PRJNA681150, SRR13165516, control, bcmv, 3, L.0, T.0, CV.0, leaves, D.0, G.0, single
poal, PRJNA681150, SRR13165517, control, bcmv, 2, L.0, T.0, CV.0, leaves, D.0, G.0, single
poal, PRJNA681150, SRR13165518, control, bcmv, 1, L.0, T.0, CV.0, leaves, D.0, G.0, single
