Specie, Project, Run, Condition, Stress, Replicate, Level, Time, Cultivar, Tissue, Age/Dev-state, Genotype, Library
zema, PRJNA338476, SRR4019442, control, drought, 1, L.0, 3d, B73, above-ground-tissue, seedling-stage, G.S, single
zema, PRJNA338476, SRR4019443, control, drought, 2, L.0, 3d, B73, above-ground-tissue, seedling-stage, G.S, single
zema, PRJNA338476, SRR4019445, control, drought, 3, L.0, 8d, B73, above-ground-tissue, seedling-stage, G.S, single
zema, PRJNA338476, SRR4019446, control, drought, 1, L.0, 8d, B73, above-ground-tissue, seedling-stage, G.S, single
zema, PRJNA338476, SRR4019447, control, drought, 2, L.0, 9d, B73, above-ground-tissue, seedling-stage, G.S, single
zema, PRJNA338476, SRR4019448, control, drought, 3, L.0, 9d, B73, above-ground-tissue, seedling-stage, G.S, single
zema, PRJNA338476, SRR4019449, control, drought, 1, L.0, 10d, B73, above-ground-tissue, seedling-stage, G.S, single
zema, PRJNA338476, SRR4019451, control, drought, 2, L.0, 10d, B73, above-ground-tissue, seedling-stage, G.S, single
zema, PRJNA338476, SRR4019452, treated, drought, 1, L.0, 3d, B73, above-ground-tissue, seedling-stage, G.S, single
zema, PRJNA338476, SRR4019453, treated, drought, 3, L.0, 3d, B73, above-ground-tissue, seedling-stage, G.S, single
zema, PRJNA338476, SRR4019454, treated, drought, 3, L.0, 4d, B73, above-ground-tissue, seedling-stage, G.S, single
zema, PRJNA338476, SRR4019455, treated, drought, 2, L.0, 4d, B73, above-ground-tissue, seedling-stage, G.S, single
zema, PRJNA338476, SRR4019456, control, drought, 1, L.0, 4d, B73, above-ground-tissue, seedling-stage, G.S, single
zema, PRJNA338476, SRR4019457, treated, drought, 2, L.0, 5d, B73, above-ground-tissue, seedling-stage, G.S, single
zema, PRJNA338476, SRR4019458, treated, drought, 3, L.0, 5d, B73, above-ground-tissue, seedling-stage, G.S, single
zema, PRJNA338476, SRR4019459, treated, drought, 1, L.0, 6d, B73, above-ground-tissue, seedling-stage, G.S, single
zema, PRJNA338476, SRR4019460, treated, drought, 2, L.0, 6d, B73, above-ground-tissue, seedling-stage, G.S, single
zema, PRJNA338476, SRR4019461, treated, drought, 3, L.0, 7d, B73, above-ground-tissue, seedling-stage, G.S, single
zema, PRJNA338476, SRR4019462, treated, drought, 1, L.0, 7d, B73, above-ground-tissue, seedling-stage, G.S, single
zema, PRJNA338476, SRR4019463, treated, drought, 2, L.0, 8d, B73, above-ground-tissue, seedling-stage, G.S, single
zema, PRJNA338476, SRR4019464, treated, drought, 1, L.0, 8d, B73, above-ground-tissue, seedling-stage, G.S, single
zema, PRJNA338476, SRR4019465, treated, drought, 3, L.0, 9d, B73, above-ground-tissue, seedling-stage, G.S, single
zema, PRJNA338476, SRR4019466, treated, drought, 3, L.0, 9d, B73, above-ground-tissue, seedling-stage, G.S, single
zema, PRJNA338476, SRR4019467, control, drought, 2, L.0, 4d, B73, above-ground-tissue, seedling-stage, G.S, single
zema, PRJNA338476, SRR4019468, treated, drought, 1, L.0, 10d, B73, above-ground-tissue, seedling-stage, G.S, single
zema, PRJNA338476, SRR4019469, treated, drought, 2, L.0, 10d, B73, above-ground-tissue, seedling-stage, G.S, single
zema, PRJNA338476, SRR4019470, treated, drought, 3, L.0, 11d, B73, above-ground-tissue, seedling-stage, G.S, single
zema, PRJNA338476, SRR4019471, treated, drought, 1, L.0, 11d, B73, above-ground-tissue, seedling-stage, G.S, single
zema, PRJNA338476, SRR4019475, control, drought, 1, L.0, 5d, B73, above-ground-tissue, seedling-stage, G.S, single
zema, PRJNA338476, SRR4019476, control, drought, 2, L.0, 5d, B73, above-ground-tissue, seedling-stage, G.S, single
zema, PRJNA338476, SRR4019477, control, drought, 1, L.0, 6d, B73, above-ground-tissue, seedling-stage, G.S, single
zema, PRJNA338476, SRR4019478, control, drought, 3, L.0, 6d, B73, above-ground-tissue, seedling-stage, G.S, single
zema, PRJNA338476, SRR4019479, control, drought, 3, L.0, 7d, B73, above-ground-tissue, seedling-stage, G.S, single
zema, PRJNA338476, SRR4019480, control, drought, 2, L.0, 7d, B73, above-ground-tissue, seedling-stage, G.S, single
